id|tweet|lat|lon|label|multilabel|check
1192318149070409728|"#AlertMPK - #BUS
⚠ Ul. Strachocińska - wypadek bez udziału pojazdów MPK.
🚌 Autobusy linii 115, 118 zawracają na rondzie przy ul. Swojczyckiej/Miłoszyckiej."|51.11144|17.136562|accident||
1192104100638400512|"#AlertMPK - #BUS
W związku z planowanym rozpoczęciem kolejnego etapu prac związanych z budową trasy autobusowo-tramwajowej na Nowy Dwór, od 9 listopada 2019 roku (sobota) planowane jest wprowadzenie zmiany tras linii autobusowych 106, 107, 109, 132, 142, 148, 149, 206, 249 i 609. pic.twitter.com/CXQYvM960g"|||renovation|renovation, change|
1192052464071118850|#AlertMPK pętla Biskupin - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.101044|17.108886|fix||
1192046894593249281|"#AlertMPK - #TRAM
⚠ Pętla Biskupin - brak przejazdu (kolizja). 
🚋 Tramwaje linii 1, 2, 4, 10 skrócono do pętli ZOO (ul. Kopernika). 
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji Kopernika - Biskupin."|51.101044|17.108886|accident|accident, unknown|
1191999108267094016|#AlertMPK ul. Pełczyńska - ruch przywrócony. Autobusy wracają na swoje stałe trasy.|51.168568|16.997467|fix||
1191996718876942336|"#AlertMPK - #BUS
⚠ Akcja Straży Pożarnej na ul. Pełczyńskiej. 
🚌 Autobusy linii 105, 108, 111 i 143 skierowano objazdem przez Paprotną, Żmigrodzką, Sułowską, Księgarską, Kominiarską."|51.168568|16.997467|incident||
1191441452406071297|#AlertMPK ul. Żmigrodzka - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.150203|17.029327|fix||
1191437160181850113|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Żmigrodzka przy pętli Poświętne - wypadek samochodu z tramwajem. 
🚋 Tramwaje linii 1, 7, 15 zawracają na skrzyżowaniu ul. Bałtyckiej i Żmigrodzkiej."|51.150203|17.029327|accident||
1191308556005466118|#AlertMPK ul. Ślężna - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.077009|17.018481|fix||
1191306253143887878|"#AlertMPK - #TRAM
⚠ Ul. Ślężna/Weigla - awaria tramwaju. 
🚋 Tramwaje linii 9 i 15 skrócono do Zajezdni I (Uniwersytet Ekonomiczny). 
🚌 Kursują autobusy ""za tramwaj"" w relacji Petrusewicza - Park Południowy."|51.077009|17.018481|malfunction||
1190618455613022210|#AlertMPK ul. Szewska - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.110682|17.034925|fix||
1190612706119897088|"#AlertMPK - #TRAM
⚠️ Ul. Szewska w kier. Grodzkiej - brak przejazdu. 
🚋 Tramwaje linii 6, 7, E2 skierowano objazdem."|51.110682|17.034925|unknown||
1190202828834451457|#AlertMPK ul. Osobowicka -  ruch przywrócony. Tramwaje i autobusy wracają na swoje stałe trasy.|51.135482|17.003096|fix||
1190188974746329088|"#AlertMPK - #TRAM - #BUS
⚠️ Brak przejazdu - ul. Osobowicka (pod wiaduktem kolejowym) - uszkodzona sieć trakcyjna. 
🚋 Tramwaje linii 14, 24, E1, E2, E3, E4, E5, E8, E10 skierowano objazdem do pętli Poświętne przez ul. Bałtycką, Żmigrodzką."|51.135482|17.003096|malfunction||
1189886492568625152|"#AlertMPK - #BUS
ℹ️ Informujemy, że od wyjazdów porannych w dniu 4.11.2019 r. zostanie wprowadzona korekta trasy przejazdu 🚌 autobusów linii 150.
Więcej informacji:  https://www.facebook.com/mpkwroc/photos/a.160780463984130/2682998651762286/?type=3&theater … pic.twitter.com/OtZfb8v8zk"|||change||
1189873902765387776|#AlertMPK ul. Żmigrodzka - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.147762|17.030069|fix||
1189867965690368002|#AlertMPK al. Hallera - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.094181|16.980312|fix||
1189853411820408836|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - al. Hallera (FAT) - awaria tramwaju. 
🚋 Tramwaje linii 20>LEŚNICA, 24>OSOBOWICE skierowano objazdem przez ul. Grabiszyńską, pl. Legionów, Sądową.
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji FAT > Hallera."|51.094181|16.980312|malfunction||
1189822562072748033|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Żmigrodzka/Wołowska - uszkodzone torowisko. 
🚋 Tramwaje linii 1, 7, 15 zawracają na skrzyżowaniu ul. Bałtyckiej i Żmigrodzkiej."|51.147762|17.030069|malfunction||
1189591159313698817|#AlertMPK ul. Blacharska - ruch przywrócony. Autobusy wracają na swoje stałe trasy.|51.082091|16.989755|fix||
1189582706872586241|"#AlertMPK - #BUS
⚠️ Ul. Blacharska - brak przejazdu (nieprawidłowo zaparkowane samochody). 
🚌 Autobusy linii 119 skrócono do przystanku Ojca Beyzyma."|51.082091|16.989755|incident||
1189564932272066560|#AlertMPK ul. Krupnicza - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.107792|17.026277|fix||
1189557025300238337|"#AlertMPK - #TRAM
⚠️ Ul. Krupnicza>Kazimierza Wielkiego - awaria tramwaju.
🚋 Tramwaje linii 4 skierowano objazdem przez Dw. Główny, Kołłątaja, Skargi.
🚋 Tramwaje linii 15 skierowano objazdem przez pl. Orląt Lwowskich, pl. Jana Pawła II, Most Sikorskiego, Dubois, Pomorską."|51.107792|17.026277|malfunction||
1189518660517482497|#AlertMPK ul. Małachowskiego - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.09872|17.041342|fix||
1189511847931731969|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Małachowskiego - kolizja tramwaju z samochodem. 
🚋 Tramwaje linii 0L skierowano objazdem przez ul. Pułaskiego, Hubską, Glinianą, Borowską, Stawową."|51.09872|17.041342|accident||
1189501288821805056|"#AlertMPK - #TRAM
Remont torowiska na pętli tramwajowej ""Wrocławski Park Przemysłowy"" - od 3 listopada 2019 roku (niedziela) planowane jest wprowadzenie zmiany trasy linii tramwajowej 23.
Więcej informacji:  http://mpk.wroc.pl/content/107146-3112019r-remont-torowiska-na-petli-tramwajowej-wroclawski-park-przemyslowy … pic.twitter.com/4wfgxgfv5t"|||renovation|renovation, change|
1189479372744544256|#AlertMPK ul. Powstańców Śląskich/Bogusławskiego - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.100426|17.028394|fix||
1189474990728634370|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Powstańców Śląskich/Bogusławskiego - awaria tramwaju. 
🚋 Tramwaje linii 6>KRZYKI, 7>KLECINA, 14>FAT, 20>OPORÓW skierowano objazdem przez Krupniczą, Sądową, pl. Legionów, Grabiszyńską."|51.100426|17.028394|malfunction||
1189440170090749953|#AlertMPK ul. Osobowicka - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.133739|17.020295|fix||
1189437539507146753|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Osobowicka/Serbska - awaria autobusu na torowisku. 
🚋 Tramwaje linii 14, 24 skierowano objazdem do pętli Poświętne przez ul. Bałtycką, Żmigrodzką.
🚌 Uruchomiono autobusy ""za tramwaj"" (pl.Staszica - Osobowice)"|51.133739|17.020295|malfunction||
1189414077757607936|#AlertMPK ul. Powstańców Śląskich - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.07519|17.007435|fix||
1189412875544203264|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Powstańców Śląskich/Krzycka - awaria tramwaju. 
🚋 Tramwaje linii 2, 6, 7, 17 skrócono do Zajezdni Borek. 
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji Orla - Klecina."|51.07519|17.007435|malfunction||
1189245822296309767|#AlertMPK ul. Kosmonautów - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.141779|16.906761|fix||
1189232099754237953|"#AlertMPK - #TRAM
⚠ Ul. Kosmonautów - kolizja samochodu z tramwajem.
🚋 Tramwaje linii 3, 10, 20 skrócono do pętli Pilczyce.
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji Pilczyce - Leśnica."|51.141779|16.906761|accident||
1189185448419061760|#AlertMPK Port Lotniczy - ruch przywrócony. Autobusy wracają na swoje stałe trasy.|51.1122|16.882598|fix||
1189180905409011715|"#AlertMPK - #BUS
⚠ Port Lotniczy - brak przejazdu (akcja policji). 
🚌 Autobusy linii 106 i 129 zawracają na Rondzie 4 Czerwca 1989 r."|51.1122|16.882598|incident||
1188913266015309831|#AlertMPK ul. Podwale - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.104965|17.028691|fix||
1188910900016750592|"#AlertMPK - #TRAM
⚠ Ul. Podwale/Łąkowa - brak przejazdu (awaria sygnalizacji).
🚋 Tramwaje linii 6, 7, 14, 20 skierowano objazdem przez Sądową, pl. Legionów."|51.104965|17.028691|malfunction||
1188859179148206080|"#AlertMPK - #TRAM
⚠🚋 Możliwe opóźnienia tramwajów linii 0L, 0P, 1, 2, 4, 10, 16, 33 z powodu wcześniejszego zatrzymania na pl. Grunwaldzkim (awaria tramwaju)."|51.111549|17.060234|malfunction||
1188812498151055361|#AlertMPK pętla Kowale - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.128398|17.101835|fix||
1188805243330535425|"#AlertMPK - #TRAM
⚠️ Pętla Kowale - wykolejenie tramwaju. 
🚋 Tramwaje linii 6 skrócono do pętli Kromera. 
🚌 Kursują autobusy ""za tramwaj"" w relacji Kromera - Kowale."|51.128398|17.101835|malfunction||
1188783548876152832|#AlertMPK ul. Świdnicka/Podwale - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.10417|17.030677|fix||
1188752502444974080|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Świdnicka/Podwale - uszkodzona zwrotnica. 
🚋 Tramwaje linii 6>KOWALE, 7>POŚWIĘTNE skierowano objazdem przez ul. Podwale, Krupniczą, Kazimierza Wielkiego, Szewską."|51.10417|17.030677|malfunction||
1188537171092873217|#AlertMPK ul. Grabiszyńska - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.092845|16.97779|fix||
1188510436821479425|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Grabiszyńska /Fiołkowa - samochód  na torowisku. 
🚋 Tramwaje linii 4, 5, 11, 20 skierowano objazdem przez al. Hallera, Powstańców Śląskich do Zajezdi Borek,.
🚌 Uruchomiono autobusy ""za tramwaj""."|51.092845|16.97779|incident||
1187747250992287744|#AlertMPK ul. Widok - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.106223|17.033414|fix||
1187744967541874688|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Widok - awaria tramwaju. 
🚋 Tramwaje linii 6>KOWALE, 7>POŚWIĘTNE skierowano objazdem do ul. Świdnickiej przez ul. Podwale, Krupniczą, Kazimierza Wielkiego, Szewską."|51.106223|17.033414|malfunction||
1187620321647644672|"#AlertMPK - #TRAM - #BUS
⚠ Zmiany w komunikacji miejskiej w okresie Wszystkich Świętych. Od 26.10 zostaną uruchomione specjalne linie tramwajowe i autobusowe 🚋 🚌 ułatwiające dojazd do wrocławskich cmentarzy. Szczegóły:  https://www.facebook.com/notes/mpk-wroc%C5%82aw/komunikacja-miejska-w-okresie-wszystkich-%C5%9Bwi%C4%99tych-2019/2668753846520100/ … pic.twitter.com/sba5ZuAWUL"|||event|event, change|
1187432842030206976|#AlertMPK ul. Blacharska - ruch przywrócony. autobusy wracają na swoją stałą trasę.|51.082103|16.989741|fix||
1187431905681199106|"#AlertMPK - #BUS
⚠️ Brak przejazdu - ul. Blacharska - źle zaparkowany samochód. 
🚌 Autobusy linii 119 skrócono do przystanku Ojca Beyzyma."|51.082103|16.989741|incident||
1187402979881693185|#AlertMPK pl. Grunwaldzki (peron 2) - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.111464|17.060435|fix||
1187394433005871107|#AlertMPK pętla Biskupin - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.101192|17.109517|fix||
1187382872560324610|"#AlertMPK - #TRAM
⚠️ Brak przejazdu przy pętli Biskupin - wykolejenie tramwaju. 
🚋 Tramwaje linii 1, 2, 4, 10 skrócono do pętli ZOO. 
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji Wystawowa - Biskupin."|51.101192|17.109517|malfunction||
1187342400638857219|"#AlertMPK - #TRAM
⚠️ Brak przejazdu na pl. Grunwaldzkim (peron 2) - awaria zwrotnicy. 
🚋 Tramwaje linii 2, 4, 10>BISKUPIN, 16>ZOO skierowano objazdem przez most Pokoju, ul. Wyszyńskiego, Sienkiewicza, Piastowską."|51.111464|17.060435|malfunction||
1187299036245700608|#AlertMPK ul. Maślicka - ruch przywrócony. Autobusy wracają na swoje stałe trasy.|51.149231|16.945031|fix||
1187295364333948928|"#AlertMPK - #BUS
⚠ Ul. Maślicka/Rędzińska - wypadek bez udziału pojazdów MPK. 
🚌 Autobusy linii 102, 103 skierowano objazdem przez Królewiecką."|51.149231|16.945031|accident||
1187216342384041984|#AlertMPK ul. Olszewskiego - ruch przywrócony. Od wyjazdów porannych w dniu 24.10.2019 tramwaje linii 1, 2, 4, 10 powróciły na stałą trasę przejazdu do pętli Biskupin.|51.10298|17.096742|fix||
1186974006974582786|"#AlertMPK - #TRAM
⚠ Ul. Olszewskiego/Piramowicza - uszkodzona sieć trakcyjna.
🚋 Tramwaje linii 1, 2, 4, 10 skrócono do pętli ZOO (ul. Kopernika). 
🚌 Kursują autobusy ""za tramwaj"" w relacji Kopernika - Biskupin."|51.10298|17.096742|malfunction||
1186914577197481984|#AlertMPK ul. Grabiszyńska - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.098181|16.994854|fix||
1186911984689831936|"#AlertMPK - #TRAM
⚠ Ul. Grabiszyńska - brak zasilania w sieci trakcyjnej. 
🚋 Tramwaje linii 4, 5, 11, 14, 24 skierowano objazdem przez ul. Powstańców Śląskich, al. Hallera. 
🚌 Kursują autobusy ""za tramwaj"" w relacji pl. Legionów - FAT."|51.098181|16.994854|malfunction||
1186682196981112833|#AlertMPK ul. Żmigrodzka - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.144543|17.031276|fix||
1186665120354787330|"#AlertMPK - #TRAM
⚠️ Brak przejazdu - ul. Żmigrodzka/Kępińska - kolizja samochodu z tramwajem. 
🚋 Tramwaje linii 1, 7, 15 zawracają na skrzyżowaniu ul. Bałtyckiej z ul. Żmigrodzką."|51.144543|17.031276|accident||
1186608085168742402|#AlertMPK ul. Pomorska - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.11905|17.031531|fix||
1186604951000276992|"#AlertMPK - #TRAM
⚠ Ul. Pomorska>centrum - awaria tramwaju. 
🚋 Tramwaje linii 0L, 14, 15 i 24 skierowano objazdem przez Dworzec Nadodrze, Chrobrego, Łokietka."|51.11905|17.031531|malfunction||
1186591204349267969|#AlertMPK ul. Powstańców Śląskich - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.089458|17.015604|fix||
1186583258819190784|"#AlertMPK - #TRAM
⚠ Ul. Powstańców Śląskich - kolizja samochodu osobowego z tramwajem. 
🚋 Tramwaje linii 2, 6, 7, 17 skrócono do Zajezdni Borek.
🚌 Uruchomiono autobusy ""za tramwaj"" w relacji Orla - Klecina."|51.089458|17.015604|accident||
1186566348379508736|#AlertMPK ul. Kminkowa - ruch przywrócony. Autobusy wracają na swoje stałe trasy.|51.178348|17.000964|fix||
1186564337470758912|"#AlertMPK - #BUS
⚠ Ul. Kminkowa - zablokowany przejazd przez pojazd ciężarowy. 
🚌 Autobusy linii 111 i 143 skierowano przez ul. Kominiarską do pętli Pracze Widawskie."|51.178348|17.000964|incident||
1186550236845629445|#AlertMPK pl. Grunwaldzki - ruch przywrócony. Tramwaje i autobusy wracają na swoje stałe trasy.|51.111476|17.060431|fix||
1186537123421347840|#AlertMPK ul. Szczytnicka - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.113387|17.053709|fix||
1186535070355603457|"#AlertMPK - #TRAM
⚠ Ul. Szczytnicka - brak przejazdu. 
🚋 Tramwaje linii 2 i 10 skierowano objazdem przez Most Grunwaldzki."|51.113387|17.053709|unknown||
1186534636358422529|#AlertMPK ul. Curie-Skłodowskiej - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.109693|17.065121|fix||
1186533308081029120|"#AlertMPK - #TRAM - #BUS
⚠ Pl. Grunwaldzki - uszkodzona zwrotnica (brak przejazdu przez peron 2). 
🚋 Tramwaje linii 0L skierowano przez peron 4 do pętli ZOO (ul. Kopernika), powrót przez Piastowską."|51.111476|17.060431|malfunction||
1186526663166844929|"#AlertMPK - #TRAM
⚠ Ul. Curie-Skłodowskiej>Biskupin - pomoc medyczna dla pasażera. 
🚋 Tramwaje linii 1, 2, 4, 10, 16 skierowano objazdem przez most Szczytnicki, al. Różyckiego, al. Paderewskiego, ul. Mickiewicza."|51.109693|17.065121|incident||
1186220721736957952|#AlertMPK ul. Mickiewicza - ruch przywrócony. Tramwaje wracają na swoje stałe trasy.|51.11227|17.085385|fix||
